artist_id,canonical_name,aliases_json,source,updated_at,is_enabled,ticketjam_watch,ticketjam_benchmark_tier,ticketjam_watch_reason
wd:Q65060693,BIBI,"[""Kim Hyeong-seo"", ""Kim Hyoung-seo"", ""김형서"", ""金亨瑞""]",wikidata,2026-05-01,1,0,,
wd:Q124854418,BIC,"[""남승민"", ""Nam Seung-min""]",wikidata,2026-05-01,1,0,,
wd:Q18328761,BIGFLO,"[""BiGFLO""]",wikidata,2026-02-24,1,0,,
wd:Q7269143,BIGSTAR,"[""Bigstar""]",wikidata,2026-02-24,1,0,,
wd:Q25056945,BLACKPINK,"[""South Korean singer"", ""Black Pink"", ""BLΛƆKPIИK"", ""BLΛↃKPIИK"", ""ブラックピンク"", ""ブルピン"", ""블랙 핑크"", ""블핑""]",wikidata,2026-02-24,1,0,,
wd:Q97477974,BLACKSWAN (音楽グループ),"[""Black Swan"", ""B.S""]",wikidata,2026-02-24,1,0,,
wd:Q112861213,BLANK2Y,[],wikidata,2026-02-24,1,0,,
wd:Q106945617,BLITZERS,[],wikidata,2026-02-24,1,0,,
wd:Q55707607,BLK,[],wikidata,2026-05-01,1,0,,
wd:Q48937733,BLOOMY,[],wikidata,2026-05-01,1,0,,
wd:Q28826153,BM,"[""김우진"", ""Matthew Kim"", ""김진석"", ""Big Matthew"", ""매튜 김"", ""비엠""]",wikidata,2026-02-24,1,0,,
wd:Q485138,BMK (歌手),"[""BMK"", ""Hyeon Jeong Kim"", ""Hyunjung Kim"", ""Hyun Jeong Kim"", ""Hyeonjung Kim"", ""Hyeon-jeong Kim"", ""Kim Hyun-jung"", ""김현정"", ""Hyun Jung Kim"", ""Kim Hyeon-jung"", ""Kim Hyeonjeong"", ""Kim Hyeon-jeong"", ""Kim Hyun-jeong"", ""Hyeon Jung Kim"", ""Hyeon-jung Kim"", ""Hyun-jeong Kim"", ""Hyun-jung Kim"", ""Hyunjeong Kim"", ""Kim Hyeon Jeong"", ""Kim Hyeon Jung"", ""Kim Hyeonjung"", ""Kim Hyun Jeong"", ""Kim Hyun Jung"", ""Kim Hyunjeong"", ""Kim Hyunjung"", ""비엠케이""]",wikidata,2026-05-01,1,0,,
wd:Q18015644,BOBBY (iKON),"[""김지원"", ""Kim Ji-won"", ""Kim Ji Won (김지원)"", ""BOBBY""]",wikidata,2026-02-24,1,0,,
wd:Q307457,BOYFRIEND,"[""Boy Friend"", ""BF"", ""보이프렌드""]",wikidata,2026-02-24,1,0,,
wd:Q118178306,BOYNEXTDOOR,[],wikidata,2026-02-24,1,0,,
wd:Q48937388,BOYS24,"[""Boys24""]",wikidata,2026-05-01,1,0,,
wd:Q65051736,BP POP,[],wikidata,2026-05-01,1,0,,
wd:Q626727,BROWN EYED SOUL,"[""Brown-Eyed Soul"", ""Browneyed Soul"", ""Brown Eyed Soul"", ""ブラウンアイドソウル"", ""브라운 아이드소울"", ""브라운아이드 소울"", ""브라운아이드소울"", ""브아솔""]",wikidata,2026-02-24,1,0,,
wd:Q17499999,BTL,"[""비티엘""]",wikidata,2026-02-24,1,0,,
wd:Q491067,BTOB,"[""ビートゥービー"", ""Btob""]",wikidata,2026-02-24,1,0,,
wd:Q101960854,BTOB 4U,[],wikidata,2026-05-01,1,0,,
wd:Q28414342,BTOB-BLUE,[],wikidata,2026-02-24,1,0,,
wd:Q13580495,BTS,"[""비티에스"", ""バンタンソニョンダン"", ""Bangtan"", ""ぼうだんしょうねんだん"", ""ビーティーエス"", ""バンタン"", ""Bangtan Sonyeondan"", ""防弾少年団"", ""防彈少年團""]",wikidata,2026-02-24,1,0,,
wd:Q5003502,BUZZ (韓国のバンド),"[""Buzz"", ""BUZZ""]",wikidata,2026-05-01,1,0,,
wd:Q62070469,BVNDIT,"[""밴디트"", ""Be Ambitious N Do IT""]",wikidata,2026-02-24,1,0,,
wd:Q119433221,BX,[],wikidata,2026-05-01,1,0,,
wd:Q117435404,BXB（グループ）,"[""비엑스비""]",wikidata,2026-05-01,1,0,,
wd:Q110117674,BXK,[],wikidata,2026-02-24,1,0,,
wd:Q65938583,BY9,[],wikidata,2026-05-01,1,0,,
wd:Q85872646,BZ Boys,[],wikidata,2026-05-01,1,0,,
wd:Q86732781,Baby Boo,[],wikidata,2026-05-01,1,0,,
wd:Q135904079,Baby Dont Cry,"[""Baby Don't Cry"", ""Baby DONT Cry""]",wikidata,2026-05-01,1,0,,
wd:Q16181012,Baby Soul,"[""이수정"", ""Lee Su-jeong""]",wikidata,2026-02-24,1,0,,
